kjonn;studieretning_utdanningsprogram;fullforingsgrad;foreldrenes_utdanningsniva;intervall_ar;elever;andel_elever_prosent
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;2005-2010;2995;17
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;2006-2011;3266;19.2
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;2007-2012;2999;17.3
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;2008-2013;3265;18.9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;2009-2014;3375;20
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;2010-2015;3297;19.2
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;2011-2016;3311;19.9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;2012-2017;3347;20.2
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Videregående utdanning;2013-2018;2992;19.1
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;1994-1999;443;10.1
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;1997-2002;663;14.4
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;1998-2003;626;13.7
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;1999-2004;605;13.6
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2000-2005;660;15.3
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2001-2006;594;12.6
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2002-2007;636;13.1
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2003-2008;660;12.9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2004-2009;681;13.3
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2005-2010;702;13.6
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2006-2011;671;13.9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2007-2012;631;13.3
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2008-2013;641;14.5
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2009-2014;662;15.4
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2010-2015;640;15.1
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2011-2016;663;15.6
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2012-2017;627;15.3
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Grunnskoleutdanning;2013-2018;615;15.9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;1994-1999;27;8.6
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;1997-2002;30;9.3
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;1998-2003;34;11.3
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;1999-2004;41;14.9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2000-2005;48;13.8
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2001-2006;33;8
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2002-2007;58;11.2
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2003-2008;75;12.5
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2004-2009;92;13.6
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2005-2010;87;11.3
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2006-2011;102;14.1
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2007-2012;91;15.5
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2008-2013;85;12.8
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2009-2014;109;14.7
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2010-2015;129;14.3
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2011-2016;196;17.3
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2012-2017;250;17.5
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fullført på mer enn normert tid;Uoppgitt utdanning;2013-2018;297;17.2
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;1994-1999;1810;7.6
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;1997-2002;1884;7.7
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;1998-2003;1935;7.9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;1999-2004;1923;8.1
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2000-2005;2134;8.7
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2001-2006;2550;9.5
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2002-2007;2700;9.4
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2003-2008;2590;8.6
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2004-2009;2526;8
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2005-2010;2474;7.8
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2006-2011;2647;8.7
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2007-2012;2979;9.6
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2008-2013;2884;9.3
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2009-2014;2798;9.1
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2010-2015;2761;8.8
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2011-2016;2885;9.2
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2012-2017;2860;9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Alle utdanningsnivå;2013-2018;2965;9.6
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;1994-1999;40;5.8
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;1997-2002;45;6.3
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;1998-2003;53;7.2
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;1999-2004;46;5.7
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2000-2005;52;6.1
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2001-2006;52;5.1
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2002-2007;84;6.9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2003-2008;85;6.8
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2004-2009;79;6
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2005-2010;61;4.9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2006-2011;80;6.9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2007-2012;78;6.7
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2008-2013;73;5.8
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2009-2014;76;6.3
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2010-2015;101;7.2
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2011-2016;75;5.3
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2012-2017;80;5.4
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Lang høyere utdanning;2013-2018;98;6.8
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;1994-1999;285;8.6
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;1997-2002;296;7.3
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;1998-2003;308;7.4
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;1999-2004;306;7.5
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2000-2005;362;7.9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2001-2006;474;8.9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2002-2007;484;8.1
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2003-2008;456;7.1
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2004-2009;512;7.5
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2005-2010;499;7
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2006-2011;545;8.1
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2007-2012;623;8.6
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2008-2013;597;8
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2009-2014;593;7.9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2010-2015;582;7.6
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2011-2016;618;7.7
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2012-2017;627;7.6
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Kort høyere utdanning;2013-2018;655;8.1
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Videregående utdanning;1994-1999;1168;7.8
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Videregående utdanning;1997-2002;1155;7.9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Videregående utdanning;1998-2003;1170;7.9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Videregående utdanning;1999-2004;1177;8.3
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Videregående utdanning;2000-2005;1303;9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Videregående utdanning;2001-2006;1529;9.9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Videregående utdanning;2002-2007;1610;10
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Videregående utdanning;2003-2008;1529;9.1
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Videregående utdanning;2004-2009;1435;8.1
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Videregående utdanning;2005-2010;1418;8
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Videregående utdanning;2006-2011;1537;9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Videregående utdanning;2007-2012;1725;9.9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Videregående utdanning;2008-2013;1712;9.9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Videregående utdanning;2009-2014;1568;9.3
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Videregående utdanning;2010-2015;1569;9.1
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Videregående utdanning;2011-2016;1609;9.7
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Videregående utdanning;2012-2017;1554;9.4
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Videregående utdanning;2013-2018;1583;10.1
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Grunnskoleutdanning;1994-1999;302;6.9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Grunnskoleutdanning;1997-2002;371;8.1
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Grunnskoleutdanning;1998-2003;386;8.5
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Grunnskoleutdanning;1999-2004;383;8.6
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Grunnskoleutdanning;2000-2005;395;9.1
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Grunnskoleutdanning;2001-2006;465;9.9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Grunnskoleutdanning;2002-2007;490;10.1
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Grunnskoleutdanning;2003-2008;484;9.5
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Grunnskoleutdanning;2004-2009;441;8.6
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Grunnskoleutdanning;2005-2010;454;8.8
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Grunnskoleutdanning;2006-2011;434;9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Grunnskoleutdanning;2007-2012;500;10.6
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Grunnskoleutdanning;2008-2013;437;9.9
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Grunnskoleutdanning;2009-2014;491;11.4
Begge kjønn;Yrkesfaglig  studieretning/utdanningsprogram;Fortsatt i videregående opplæring etter fem år;Grunnskoleutdanning;2010-2015;438;10.3
